tweet_text,recipient,emotion,brand,tweet_length,lemmatized_review,emotion_code
"['quotaustin', 'guide', 'lonely', 'planetquot', 'currently', 'free', 'iphone', 'app', 'store', 'sxsw']",none,Neutral,none,14,quotaustin guide lonely planetquot currently free iphone app store sxsw,1
"['oh', 'quotlike', 'believe', 'three', 'boyfriend', 'since', 'first', 'ipad', 'quot', 'sxsw']",none,Neutral,none,15,oh quotlike believe three boyfriend since first ipad quot sxsw,1
"['quotpop', 'upquot', 'apple', 'store', 'packed', 'sxsw']",Apple,Positive,Apple,8,quotpop upquot apple store packed sxsw,2
"['atampt', 'iphone', 'failing', 'everywhere', 'verizon', 'iphone', 'great', 'verizonftw', 'sxsw']",none,Neutral,none,15,atampt iphone failing everywhere verizon iphone great verizonftw sxsw,1
"['oh', 'quotwhile', 'check', 'new', 'ipad', '2', 'thingquot', 'sxsw', 'strangeproblems']",iPad,Positive,Apple,15,oh quotwhile check new ipad 2 thingquot sxsw strangeproblems,2
"['oh', 'quotyou', 'download', 'free', 'iphone', 'app', 'sort', 'social', 'networking', 'kind', 'thingquot', 'sxsw', 'fail']",none,Neutral,none,19,oh quotyou download free iphone app sort social networking kind thingquot sxsw fail,1
"['idea', 'rt', 'user', 'group', 'challenged', 'coming', 'iphone', 'app', 'solve', 'parentingstartup', 'issue', 'sxsw']",none,Neutral,none,19,idea rt user group challenged coming iphone app solve parentingstartup issue sxsw,1
"['sweet', 'rt', 'user', 'rt', 'user', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw']",Other Google product or service,Positive,,18,sweet rt user rt user google launch major new social network called circle possibly today link sxsw,2
"['sxsw', '2', 'gamification', 'ipad', 'design', 'mobile', 'banking', 'amp', 'marketing', '20', 'link', 'artikelen', 'dossier', 'event', 'mediapers']",none,Neutral,none,15,sxsw 2 gamification ipad design mobile banking amp marketing 20 link artikelen dossier event mediapers,1
"['brandnew', 'google', 'try', 'social', 'network', 'time', 'circle', 'launched', 'user', 'sxsw', 'perhaps', 'wha\x89û', 'cont', 'link']",none,Neutral,none,20,brandnew google try social network time circle launched user sxsw perhaps whaû cont link,1
"['nice', 'move', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'link']",Apple,Positive,Apple,14,nice move apple set open popup shop core sxsw action link,2
"['announced', 'today', 'user', 'longer', 'wine', 'library', 'tv', 'new', 'app', 'iphone', 'daily', 'grape', 'sxsw']",none,Neutral,none,19,announced today user longer wine library tv new app iphone daily grape sxsw,1
"['dear', 'sxsw', 'bad', 'planning', 'room', 'wise', 'qampa', 'google', 'amp', 'bing', 'hilton', 'salon', 'j', 'way', 'small', 'room', 'long', 'line', 'outside', 'sxsw', 'sxswi']",none,Neutral,none,27,dear sxsw bad planning room wise qampa google amp bing hilton salon j way small room long line outside sxsw sxswi,1
"['big', 'night', 'come', 'party', 'user', 'google', 'tonight', 'sxsw', 'link', 'band', 'food', 'art', 'interactive', 'map', 'cc', 'user']",Google,Positive,Google,20,big night come party user google tonight sxsw link band food art interactive map cc user,2
"['game', 'plan', 'free', 'food', 'pepsi', 'convention', 'center', 'burner', 'party', 'android', 'party', 'luster', 'pearl', 'happens', 'sxsw']",none,Neutral,none,22,game plan free food pepsi convention center burner party android party luster pearl happens sxsw,1
"['startup', 'free', 'premium', 'service', '1st', 'job', 'post', 'link', 'lean', 'leanux', 'leanstartup', 'sxsw', 'sxswi', 'launch', 'startup', 'founder']",none,Neutral,none,18,startup free premium service 1st job post link lean leanux leanstartup sxsw sxswi launch startup founder,1
"['startup', 'free', 'premium', 'service', '1st', 'job', 'post', 'answer', '2', 'min', 'survey', 'link', 'sxsw', 'sxswi', 'startup', 'launch']",none,Neutral,none,21,startup free premium service 1st job post answer 2 min survey link sxsw sxswi startup launch,1
"['let', 'u', 'see', 'google', 'announcing', 'circle', 'obama', 'austin', 'sxsw', 'donates', 'proceeds', 'japan', 'ho', 'hum']",none,Neutral,none,15,let u see google announcing circle obama austin sxsw donates proceeds japan ho hum,1
"['confirmed', 'google', 'circle', 'launched', 'later', 'today', 'sxsw', 'sxswi']",none,Neutral,none,10,confirmed google circle launched later today sxsw sxswi,1
"['good', 'news', 'break', 'iphone', 'bad', 'news', '1', 'screw', 'would', 'budge', 'could', 'replace', 'battery', 'hope', 'stand', 'sxsw']",none,Neutral,none,27,good news break iphone bad news 1 screw would budge could replace battery hope stand sxsw,1
"['reason', '19', 'keep', 'parakeet', 'employed', 'link', 'keep', 'track', 'lady', 'sxsw', 'link', 'user']",none,Neutral,none,17,reason 19 keep parakeet employed link keep track lady sxsw link user,1
"['important', 'make', 'sure', 'donating', 'japanese', 'red', 'cross', 'japan', 'link', 'sxswcares', 'sxsw', 'quake', 'please', 'rt']",none,Neutral,none,19,important make sure donating japanese red cross japan link sxswcares sxsw quake please rt,1
"['simplegeo', 'mobile', 'phone', 'ubiquity', 'creating', 'huge', 'sensor', 'network', 'iphone', '6', 'different', 'sensor', 'sxsw', 'bemyneighbor']",none,Neutral,none,17,simplegeo mobile phone ubiquity creating huge sensor network iphone 6 different sensor sxsw bemyneighbor,1
"['austin', 'surprising', 'popular', 'accessory', 'seems', 'ipad', 'closely', 'followed', 'bbq', 'pork', 'waffle', 'cone', 'sxsw']",none,Neutral,none,21,austin surprising popular accessory seems ipad closely followed bbq pork waffle cone sxsw,1
"['sxsw', '2011', 'novelty', 'ipad', 'news', 'apps', 'fade', 'fast', 'among', 'digital', 'delegate', 'link', 'via', 'user', 'sxsw', 'xipad']",iPad or iPhone App,Negative,Apple,17,sxsw 2011 novelty ipad news apps fade fast among digital delegate link via user sxsw xipad,0
"['challenge', 'rethink', 'reading', 'touchingstories', 'ipad', 'andor', 'tablet', 'sxsw']",none,Neutral,none,8,challenge rethink reading touchingstories ipad andor tablet sxsw,1
"['toptweets', 'rt', 'user', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'sxsw', 'ipad', '2', 'launch', 'link']",none,Neutral,none,25,toptweets rt user rumor apple opening temporary store downtown austin sxsw ipad 2 launch link,1
"['toptweets', 'rt', 'user', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'sxsw', 'link']",none,Neutral,none,22,toptweets rt user rumor apple opening temporary store downtown austin sxsw link,1
"['sxsw', '2011', 'google', 'bing', 'smackdown', 'bloody', 'banality', 'guardian', 'link', 'sxsw']",none,Neutral,none,15,sxsw 2011 google bing smackdown bloody banality guardian link sxsw,1
"['dear', 'sxsw', 'matt', 'cutts', 'google', 'may', 'want', 'provide', 'larger', 'room', 'salon', 'j', 'hilton', 'sayin', 'sxsw', 'sxswi']",none,Neutral,none,26,dear sxsw matt cutts google may want provide larger room salon j hilton sayin sxsw sxswi,1
"['anonymity', 'zuckerberg', 'quotwrongquot', 'say', '4chans', 'moot', 'sxsw', 'link']",none,Neutral,none,8,anonymity zuckerberg quotwrongquot say 4chans moot sxsw link,1
"['anonymity', 'zuckerberg', 'quotwrongquot', 'say', '4chans', 'moot', 'sxsw', 'link', 'via', 'user', 'google', 'circle', 'opportunity', 'profile']",none,Neutral,none,15,anonymity zuckerberg quotwrongquot say 4chans moot sxsw link via user google circle opportunity profile,1
"['user', 'maybe', 'entirely', 'hd', 'flip', 'iphone', 'xl2', 'footage', 'certainly', 'concert', 'sxsw', 'going', 'grand']",none,Neutral,none,22,user maybe entirely hd flip iphone xl2 footage certainly concert sxsw going grand,1
"['user', 'new', 'ubersocial', 'iphone', 'app', 'store', 'includes', 'uberguide', 'sxsw', 'sponsored', 'mashable', 'link']",none,Neutral,none,18,user new ubersocial iphone app store includes uberguide sxsw sponsored mashable link,1
"['thank', 'rt', 'user', 'picked', 'user', 'book', 'killer', 'photoes', 'iphone', 'sxsw', 'sxswchi', 'link', 'sxswi']",iPhone,Positive,Apple,19,thank rt user picked user book killer photoes iphone sxsw sxswchi link sxswi,2
"['good', 'work', '\x89ûïuser', 'user', 'check', 'latest', 'stream', 'apple', 'store', 'sxsw', 'link', 'ipad2', 'come', 'playsxsw\x89û\x9d']",iPad,Positive,Apple,20,good work ûïuser user check latest stream apple store sxsw link ipad2 come playsxswû,2
"['confirmed', 'apple', 'store', '2', 'week', 'popup', 'austin', 'sxsw', 'picture', 'link', 'via', 'user', 'gave', 'u', 'credit']",none,Neutral,none,23,confirmed apple store 2 week popup austin sxsw picture link via user gave u credit,1
"['good', 'news', 'austin', 'eats', 'bbq', 'iphone', 'available', 'link', 'itunes', 'austin', 'bbq', 'sxsw', 'sxswi']",iPad or iPhone App,Positive,Apple,17,good news austin eats bbq iphone available link itunes austin bbq sxsw sxswi,2
"['good', 'news', 'austin', 'eats', 'bbq', 'iphone', 'available', 'link', 'itunes', 'austin', 'bbq', 'sxsw', 'sxswi', 'via', 'user']",none,Neutral,none,19,good news austin eats bbq iphone available link itunes austin bbq sxsw sxswi via user,1
"['hey', 'sxsw', 'free', 'copy', 'halftone', 'app', 'first', 'person', 'redeem', 'code', 'p7e9eme7kylj', 'link']",none,Neutral,none,18,hey sxsw free copy halftone app first person redeem code p7e9eme7kylj link,1
"['get', 'join', 'actsofsharingcom', 'starting', 'tonight', 'person', 'friend', 'city', 'end', 'sxsw', 'win', 'ipad', '2', 'local']",none,Neutral,none,25,get join actsofsharingcom starting tonight person friend city end sxsw win ipad 2 local,1
"['beautiful', 'rt', 'user', 'knitted', 'staircase', 'attendance', 'sxsw', 'party', 'tomo', '7pm', 'hosted', 'user', 'amp', 'user', 'link']",none,Neutral,none,18,beautiful rt user knitted staircase attendance sxsw party tomo 7pm hosted user amp user link,1
"['bout', 'time', 'rt', 'user', 'new', 'ubersocial', 'iphone', 'app', 'store', 'includes', 'uberguide', 'sxsw', 'sponsored', 'cont', 'link']",iPad or iPhone App,Positive,Apple,20,bout time rt user new ubersocial iphone app store includes uberguide sxsw sponsored cont link,2
"['good', 'info', 'rt', 'user', 'improve', 'website', 'ranking', 'advice', 'google', 'amp', 'bing', 'sxsw', 'link']",Google,Positive,Google,17,good info rt user improve website ranking advice google amp bing sxsw link,2
"['knew', 'rt', 'user', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'link', 'via', 'user', 'sxsw']",none,Neutral,none,20,knew rt user apple set open popup shop core sxsw action link via user sxsw,1
"['iron', 'mike', 'rt', 'user', 'austin', 'convention', 'center', 'today', 'w', 'user', 'fam', 'showing', 'new', 'iphone', 'game', 'sxsw']",none,Neutral,none,22,iron mike rt user austin convention center today w user fam showing new iphone game sxsw,1
"['course', 'rt', 'user', 'sxsw', 'ipad', 'store', 'sold', 'everything', 'except', '64gig', 'wifi', 'white']",none,Neutral,none,16,course rt user sxsw ipad store sold everything except 64gig wifi white,1
"['oh', 'god', 'rt', 'user', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'sxsw', 'ampipad', '2', 'launch', 'link']",Apple,Positive,Apple,24,oh god rt user rumor apple opening temporary store downtown austin sxsw ampipad 2 launch link,2
"['true', 'rt', 'user', 'google', 'lost', 'way', 'caring', 'much', 'business', 'v', 'user', 'user', 'psych', 'sxsw']",Google,Negative,Google,22,true rt user google lost way caring much business v user user psych sxsw,0
"['thank', 'rt', 'user', 'sxsw', 'touchingstories', 'great', 'presentation', 'future', 'digital', 'magazine', 'link', 'user']",none,Neutral,none,15,thank rt user sxsw touchingstories great presentation future digital magazine link user,1
"['cool', 'rt', 'user', 'download', 'free', 'sxsw', 'featured', 'artist', 'sampler', 'today', 'link']",none,Neutral,none,13,cool rt user download free sxsw featured artist sampler today link,1
"['cool', 'rt', 'user', 'rt', 'user', 'rumor', 'apple', 'open', 'temporary', 'store', 'dt', 'atx', 'sxsw', 'amp', 'ipad', '2', 'launch', 'link']",Apple,Positive,Apple,24,cool rt user rt user rumor apple open temporary store dt atx sxsw amp ipad 2 launch link,2
"['free', 'jam', 'link', 'sxsw', 'user', 'user']",none,Neutral,none,8,free jam link sxsw user user,1
"['oh', 'snap', '80', 'party', 'hosted', 'google', 'sxsw']",none,Positive,none,10,oh snap 80 party hosted google sxsw,2
"['brilliant', 'marketing', 'quotapple', 'opening', 'temporary', 'store', 'downtown', 'austinquot', 'next', 'sxsw', 'world', 'buy']",Apple,Positive,Apple,20,brilliant marketing quotapple opening temporary store downtown austinquot next sxsw world buy,2
"['brilliant', 'rt', 'user', 'meeting', 'line', 'sxsw', 'popup', 'apple', 'store', 'ipad2', 'love', 'place']",Apple,Positive,Apple,24,brilliant rt user meeting line sxsw popup apple store ipad2 love place,2
"['congrats', 'rt', 'user', 'yes', 'gowalla', 'win', 'best', 'andoid', 'app', 'team', 'android', 'choice', 'award', 'thanks', 'sxsw']",Android App,Positive,Google,18,congrats rt user yes gowalla win best andoid app team android choice award thanks sxsw,2
"['love', 'rt', 'user', 'rt', 'user', 'rumor', 'apple', 'open', 'temporary', 'store', 'dt', 'atx', 'sxsw', 'amp', 'ipad', '2', 'launch']",Apple,Positive,Apple,23,love rt user rt user rumor apple open temporary store dt atx sxsw amp ipad 2 launch,2
"['\x8b\x81', '\x8bä\x8bû\x81\x8bâ\x8f\x8b\x81ü\x8bâ\x8bâã\x8b\x81ª\x8b\x81ã\x95\x81\x8bâ', '»', '\x8bä\x8bâ\x8bä', '\x8bâ£\x8bä\x8b\x81ç\x8fáî\x8b\x81\x8d\x8b\x81ù\x8b\x81ã\x8b\x81¬¾û\x9d\x8bâ\x8f\x8b\x81', '»', '\x8b\x81ã\x8b\x81ô\x8b\x81©\x8bûârt', 'user', 'get', 'look', 'sxsws', 'rumored', 'apple', 'quotpopupquot', 'store', 'austin', 'link']",none,Neutral,none,16, äûâüââãªãâ » äâä â£äçáîùã¬¾ûâ » ãô©ûârt user get look sxsws rumored apple quotpopupquot store austin link,1
"['got', 'green', 'check', 'user', 'live', 'austin', 'sxsw', 'check', 'show', 'schedule', 'gt', 'link']",none,Neutral,none,18,got green check user live austin sxsw check show schedule gt link,1
"['time', 'rt', 'user', 'austin', 'convention', 'center', 'today', 'w', 'user', 'fam', 'showing', 'new', 'iphone', 'game', 'sxsw']",none,Neutral,none,24,time rt user austin convention center today w user fam showing new iphone game sxsw,1
"['sxsw', 'join', 'u', 'user', 'drink', '2', 'fado', '4th', '7pm', 'link']",none,Neutral,none,19,sxsw join u user drink 2 fado 4th 7pm link,1
"['sxsw', 'mindtouchers', 'user', 'user', 'user', 'giving', 'ipad', 'demo', 'mindtouch', 'tc', 'tweet', 'check']",none,Neutral,none,20,sxsw mindtouchers user user user giving ipad demo mindtouch tc tweet check,1
"['apaan', 'nih', 'rt', 'user', 'user', 'rt', 'new', 'ubersocial', 'iphone', 'app', 'store', 'includes', 'uberguide', 'sxsw']",none,Neutral,none,19,apaan nih rt user user rt new ubersocial iphone app store includes uberguide sxsw,1
"['\x89÷¼', '\x89÷', 'link', '\x89ã', 'edchat', 'musedchat', 'sxsw', 'sxswi', 'classical', 'newtwitter']",none,Neutral,none,11,÷¼ ÷ link ã edchat musedchat sxsw sxswi classical newtwitter,1
"['\x89÷¼', '\x89÷', 'link', '\x89ã', 'edchat', 'musedchat', 'sxsw', 'sxswi', 'classical', 'newtwitter', 'rt', 'user']",none,Neutral,none,13,÷¼ ÷ link ã edchat musedchat sxsw sxswi classical newtwitter rt user,1
"['confirmed', 'apple', 'popup', 'store', 'user', '6thcongress', 'austin', 'line', 'bad', 'right', 'nowsxsw', 'link']",none,Neutral,none,16,confirmed apple popup store user 6thcongress austin line bad right nowsxsw link,1
"['well', 'yeah', 'music', 'gt', 'iphone', 'nerd', 'rt', 'user', 'god', 'cute', 'girl', 'everywherei', 'love', 'interactive', 'end', 'music', 'begin', 'sxsw']",iPhone,Positive,Apple,21,well yeah music gt iphone nerd rt user god cute girl everywherei love interactive end music begin sxsw,2
"['shite', 'app', 'rt', 'user', 'new', 'ubersocial', 'iphone', 'app', 'store', 'includes', 'uberguide', 'sxsw', 'sponso\x89û', 'cont', 'link']",iPad or iPhone App,Negative,Apple,21,shite app rt user new ubersocial iphone app store includes uberguide sxsw sponsoû cont link,0
"['brilliant', 'apple', 'setting', 'popup', 'store', 'downtown', 'austin', 'sell', 'ton', 'ipad2s', 'sxsw', 'attendee', 'course', 'link']",Apple,Positive,Apple,22,brilliant apple setting popup store downtown austin sell ton ipad2s sxsw attendee course link,2
"['begin', 'happy', 'friday', 'everyone', 'sxsw', 'starting', 'spring', 'break', 'ipad', '2', 'releasing', 'today', 'preorder', 'user', 'music', 'link']",none,Neutral,none,17,begin happy friday everyone sxsw starting spring break ipad 2 releasing today preorder user music link,1
"['brilliant', 'rt', 'user', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'going', 'sell', 'ipad2', 'sxsw', 'link']",Apple,Positive,Apple,23,brilliant rt user apple set open popup shop core sxsw action going sell ipad2 sxsw link,2
"['hilarious', 'rt', 'user', 'look', 'sxsw', 'bearded', 'guy', 'plaid', 'iphone', 'sxsw']",none,Neutral,none,18,hilarious rt user look sxsw bearded guy plaid iphone sxsw,1
"['hmm', 'rt', 'user', 'google', 'launch', 'major', 'new', 'social', 'network', 'quotcirclesquot', 'possibly', 'today', 'link', 'sxsw']",none,Neutral,none,15,hmm rt user google launch major new social network quotcirclesquot possibly today link sxsw,1
"['true', 'rt', 'user', 'user', 'dude', 'earthquake', 'tsunami', 'ipad', '2', 'sxsw', 'get']",none,Neutral,none,16,true rt user user dude earthquake tsunami ipad 2 sxsw get,1
"['well', 'done', 'see', 'tonight', 'rt', 'user', 'w00t', 'user', 'wrote', 'hollergram', 'ipad', 'app', 'sxsw', 'link']",iPad or iPhone App,Positive,Apple,18,well done see tonight rt user w00t user wrote hollergram ipad app sxsw link,2
"['finally', 'yeaayy', 'rt', 'user', 'new', 'ubersocial', 'iphone', 'app', 'store', 'includes', 'uberguide', 'sxsw', 'sponsored', 'mashable']",iPad or iPhone App,Positive,Apple,20,finally yeaayy rt user new ubersocial iphone app store includes uberguide sxsw sponsored mashable,2
"['akhirnya', '\x89ûïuser', 'new', 'ubersocial', 'iphone', 'app', 'store', 'includes', 'uberguide', 'sxsw', 'sponsored', 'link']",none,Neutral,none,18,akhirnya ûïuser new ubersocial iphone app store includes uberguide sxsw sponsored link,1
"['bad', 'lady', 'xd', 'link', 'sxsw', 'ipad', 'rebecca', 'black', 'jurassic', 'park']",none,Neutral,none,15,bad lady xd link sxsw ipad rebecca black jurassic park,1
"['craziness', 'ipad2', 'sxsw', 'user', 'apple', 'store', 'sxsw', 'link']",none,Neutral,none,8,craziness ipad2 sxsw user apple store sxsw link,1
"['begin', 'story', 'cool', 'sxsw', 'app', 'also', 'apple', 'launching', 'ipad', '2', 'temp', 'store', 'stay', 'tuned', 'love', 'sxsw']",iPad,Positive,Apple,28,begin story cool sxsw app also apple launching ipad 2 temp store stay tuned love sxsw,2
"['wise', 'rt', 'user', 'apple', 'opening', 'temp', 'store', 'austin', 'sxsw', 'link', 'via', 'user', 'ipad2']",Other Apple product or service,Positive,,19,wise rt user apple opening temp store austin sxsw link via user ipad2,2
"['fyi', 'breaking', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circlestoday', 'link', 'via', 'user', 'sxsw', 'socialmedia']",Google,Positive,Google,17,fyi breaking google launch major new social network called circlestoday link via user sxsw socialmedia,2
"['brillianti', 'hope', 'plenty', 'ipadsrt', 'user', 'apple', 'open', 'popup', 'shop', 'sxsw', 'report', 'link', 'sxsw']",iPad,Positive,Apple,19,brillianti hope plenty ipadsrt user apple open popup shop sxsw report link sxsw,2
"['10', 'iphone', 'picture', 'registration', 'queue', 'taken', 'past', '10', 'min', 'could', 'hire', 'someone', 'wait', 'place', 'sxsw']",none,Neutral,none,28,10 iphone picture registration queue taken past 10 min could hire someone wait place sxsw,1
"['ragtubecom', 'way', 'link', 'japan', 'sxsw', 'earthquake', 'redcross', 'chuck', 'greenberg', 'tokyo', 'hurricane', 'katrina', 'crescent', 'city', 'ipad']",none,Neutral,none,16,ragtubecom way link japan sxsw earthquake redcross chuck greenberg tokyo hurricane katrina crescent city ipad,1
"['new', 'apple', 'ipad', '2', 'invades', 'sxsw', 'link']",none,Neutral,none,8,new apple ipad 2 invades sxsw link,1
"['new', 'best', 'world', 'apple', 'pop', 'store', 'invades', 'sxsw', 'link', 'sxsw']",Apple,Positive,Apple,14,new best world apple pop store invades sxsw link sxsw,2
"['hurrahthe', 'sxswi', 'festivity', 'begun', 'met', 'mozilla', 'google', 'folk', 'tonight', 'user', 'event', 'sxsw']",none,Neutral,none,16,hurrahthe sxswi festivity begun met mozilla google folk tonight user event sxsw,1
"['user', 'goodguide', 'iphone', 'app', 'scan', 'barcode', 'rank', 'environmental', 'responsibility', 'companynice', 'pressuresmmnextgen', 'sxsw']",iPad or iPhone App,Positive,Apple,15,user goodguide iphone app scan barcode rank environmental responsibility companynice pressuresmmnextgen sxsw,2
"['think', 'getting', 'ready', 'order', 'ipad', '2', 'would', 'spend', 'attend', 'sxsw']",iPad,Positive,Apple,22,think getting ready order ipad 2 would spend attend sxsw,2
"['think', 'going', 'get', 'second', 'iphone', 'view', 'push', 'notification', 'sxsw']",none,Neutral,none,15,think going get second iphone view push notification sxsw,1
"['fact', 'going', 'assume', 'priori', 'everyone', 'sitting', 'departure', 'terminal', 'playing', 'apple', 'product', 'going', 'sxsw']",none,Neutral,none,23,fact going assume priori everyone sitting departure terminal playing apple product going sxsw,1
"['reason', 'sad', 'sxsw', '1', 'user', 'form', 'link']",none,Neutral,none,14,reason sad sxsw 1 user form link,1
"['think', 'one', 'user', 'sxsw', 'iphone', '3']",none,Neutral,none,12,think one user sxsw iphone 3,1
"['dude', 'outkast', 'concert', 'tweeting', 'ipad', 'rt', 'user', 'old', 'school', 'player', 'new', 'school', 'fool', 'sxsw']",none,Neutral,none,22,dude outkast concert tweeting ipad rt user old school player new school fool sxsw,1
"['sign', 'plane', 'sxsw', 'two', 'iphone', 'user', 'arcade', 'fire', 'ring', 'letsdothis']",none,Neutral,none,16,sign plane sxsw two iphone user arcade fire ring letsdothis,1
"['quotyou', 'probably', 'using', 'ipad', 'goquot', 'disagree', 'sxsw', 'uxdes']",none,Neutral,none,11,quotyou probably using ipad goquot disagree sxsw uxdes,1
"['wow', 'really', 'trying', 'tempt', 'pick', 'ipad', '2', 'tomorrow', 'link', 'apple', 'sxsw', 'austintx']",iPad,Positive,Apple,18,wow really trying tempt pick ipad 2 tomorrow link apple sxsw austintx,2
"['know', 'sxsw', 'iphone', 'started', 'lying', 'signal', 'strength']",iPhone,Negative,Apple,16,know sxsw iphone started lying signal strength,0
"['like', 'bad', 'rt', 'user', 'sitting', 'bar', 'listening', 'music', 'w', '3', 'people', 'r', 'nose', 'iphone', 'waitress', 'look', 'confused', 'sxsw']",none,Neutral,none,26,like bad rt user sitting bar listening music w 3 people r nose iphone waitress look confused sxsw,1
"['ok', 'come', 'building', 'custom', 'map', 'google', 'map', 'night', 'sxsw', 'organize', 'party', 'itinerary', 'productive']",none,Neutral,none,21,ok come building custom map google map night sxsw organize party itinerary productive,1
"['wow', 'dedication', 'rt', 'user', 'well', 'first', 'line', '105', 'hour', 'go', 'ipad', 'apple', 'sxsw', 'sleepy']",iPad,Positive,Apple,18,wow dedication rt user well first line 105 hour go ipad apple sxsw sleepy,2
"['world', 'largest', 'ipad', 'sxsw', 'link']",none,Positive,none,6,world largest ipad sxsw link,2
"['ipad2s', 'left', 'apple', 'store', 'sxsw', 'anyone', 'know']",none,Neutral,none,12,ipad2s left apple store sxsw anyone know,1
"['flipboards', 'next', 'platform', 'iphone', 'ceo', 'user', 'say', 'sxsw']",none,Neutral,none,11,flipboards next platform iphone ceo user say sxsw,1
"['user', 'nexus', 'tmobile', '10x', 'useful', 'iphone4', 'atampt', 'sxsw', 'many', 'people', 'iphone']",iPhone,Negative,Apple,25,user nexus tmobile 10x useful iphone4 atampt sxsw many people iphone,0
"['omarg', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'sxsw', 'ipad', '2', 'launch', 'link']",none,Neutral,none,23,omarg rumor apple opening temporary store downtown austin sxsw ipad 2 launch link,1
"['omarg', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'sxsw', 'ipad', '2', 'launch', 'link']",none,Neutral,none,23,omarg rumor apple opening temporary store downtown austin sxsw ipad 2 launch link,1
"['google', '80', 'party', 'maggie', 'maes', 'sxsw', 'got', 'free', 'glow', 'dark', 'shade']",none,Positive,none,15,google 80 party maggie maes sxsw got free glow dark shade,2
"['google', '80', 'party', 'sxsw', 'user', 'maggie', 'maes', 'w', '64', 'others', 'link']",none,Neutral,none,11,google 80 party sxsw user maggie maes w 64 others link,1
"['google', 'scale', 'tiny', 'change', 'even', 'color', 'blue', 'meaningful', 'optimum', 'shade', 'blue', 'link', 'sxsw', 'user']",Google,Positive,Google,23,google scale tiny change even color blue meaningful optimum shade blue link sxsw user,2
"['quotshe', 'ipad', 'dj', 'working', 'etsy', 'partyquot', 'realtalk', 'sxsw']",none,Neutral,none,10,quotshe ipad dj working etsy partyquot realtalk sxsw,1
"['google', '80', 'throw', 'may', 'last', 'stop', 'night', 'sxsw']",none,Neutral,none,13,google 80 throw may last stop night sxsw,1
"['hey', 'u', 'gtgt', 'go', 'game', 'launch', 'doityourself', 'iphone', 'scavenger', 'hunt', 'link', 'via', 'user', 'see', 'sxsw']",iPhone,Positive,Apple,19,hey u gtgt go game launch doityourself iphone scavenger hunt link via user see sxsw,2
"['hmmcannot', 'get', 'twitter', 'search', 'update', 'hootsuite', 'tweetdeck', 'ipad', 'sxsw']",iPad or iPhone App,Negative,Apple,13,hmmcannot get twitter search update hootsuite tweetdeck ipad sxsw,0
"['think', 'seen', 'maybe', '2', 'nonapple', 'notebook', 'entire', 'time', 'mostly', 'macbook', 'pro', 'macbooks', 'many', 'many', 'ipad2s', 'sxsw']",none,Neutral,none,22,think seen maybe 2 nonapple notebook entire time mostly macbook pro macbooks many many ipad2s sxsw,1
"['filmaster\x89ûªs', 'iphone', 'app', 'foursquare', 'cinemagoers', 'link', 'api', 'getglue', 'iphone', 'sxsw']",none,Neutral,none,12,filmasterûªs iphone app foursquare cinemagoers link api getglue iphone sxsw,1
"['user', '\x89ûïuser', 'pop', 'apple', 'store', 'austin', 'still', 'ipad2', 'stock', 'lazyweb', 'sxsw\x89û\x9d']",none,Neutral,none,17,user ûïuser pop apple store austin still ipad2 stock lazyweb sxswû,1
"['user', '\x89ûïuser', 'google', 'launching', 'product', 'sxsw', 'link']",none,Neutral,none,11,user ûïuser google launching product sxsw link,1
"['user', '\x89ûïuser', 'last', 'day', 'get', 'lp', 'austin', 'iphone', 'app', 'free', 'link', 'travel', 'sxswquot']",iPad or iPhone App,Positive,Apple,16,user ûïuser last day get lp austin iphone app free link travel sxswquot,2
"['user', '\x89ûïuser', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'sxsw', 'ipad', '2', 'launch', 'link']",none,Neutral,none,21,user ûïuser rumor apple opening temporary store downtown austin sxsw ipad 2 launch link,1
"['user', 'åè', 'rt', 'ubersoc', 'new', 'ubersocial', 'iphone', 'app', 'store', 'includes', 'uberguide', 'sxsw', 'cont', 'link']",none,Neutral,none,19,user åè rt ubersoc new ubersocial iphone app store includes uberguide sxsw cont link,1
"['user', 'ceo', 'gowalla', 'tell', 'journey', 'blinksale', 'iconbuffet', 'packrat', 'iphone', 'born', 'lightbulb', 'turned', 'onsxsw']",iPhone,Positive,Apple,22,user ceo gowalla tell journey blinksale iconbuffet packrat iphone born lightbulb turned onsxsw,2
